x,y,z,T,tt
3700,11510,2847.5,0.48458333,0.022262984
4200,11490,2847.5,1.11,0.647679654
4180,11510,2847.5,1.03,0.567679654
4200,11510,2847.5,0.98,0.517679654
4200,11490,2862.5,0.78,0.317679654
4180,11510,2862.5,1.01,0.547679654
4200,11510,2862.5,0.71,0.247679654
4220,11490,2847.5,1.21,0.747679654
4240,11490,2847.5,0.76,0.297679654
4220,11510,2847.5,1.11,0.647679654
4240,11510,2847.5,0.9,0.437679654
4220,11490,2862.5,1.13,0.667679654
4240,11490,2862.5,0.66,0.197679654
4220,11510,2862.5,0.97,0.507679654
4240,11510,2862.5,0.86,0.397679654
4260,11490,2847.5,0.59,0.127679654
4280,11490,2847.5,0.29125,-0.171070346
4260,11510,2847.5,0.55,0.087679654
4280,11510,2847.5,0.3475,-0.114820346
4260,11490,2862.5,0.69125,0.228929654
4280,11490,2862.5,0.23541667,-0.226903676
4260,11510,2862.5,0.55,0.087679654
4280,11510,2862.5,0.30520833,-0.157112016
4300,11490,2862.5,0.318125,-0.144195346
4320,11490,2862.5,0.355625,-0.106695346
4300,11510,2862.5,0.3,-0.162320346
4320,11510,2862.5,0.36291667,-0.099403676
3600,11530,2847.5,0.0453125,-0.417007846
3600,11550,2847.5,0.05841667,-0.403903676
3620,11550,2847.5,0.001,-0.461320346
3680,11530,2847.5,0.001,-0.461320346
3720,11530,2847.5,0.001,-0.461320346
3700,11550,2847.5,0.001,-0.461320346
3720,11550,2847.5,0.001,-0.461320346
3740,11530,2847.5,0.76033333,0.298012984
3740,11550,2847.5,0.53670833,0.074387984
3760,11550,2847.5,0.787,0.324679654
3780,11550,2847.5,0.62033333,0.158012984
4160,11530,2847.5,0.463125,0.000804654
4140,11550,2847.5,0.47520833,0.012887984
4160,11550,2847.5,0.341875,-0.120445346
4160,11530,2862.5,0.26854167,-0.193778676
4160,11550,2862.5,0.15333333,-0.308987016
4180,11530,2847.5,0.6825,0.220179654
4200,11530,2847.5,1.13,0.667679654
4180,11550,2847.5,0.17958333,-0.282737016
4200,11550,2847.5,0.79166667,0.329346324
4180,11530,2862.5,0.445,-0.017320346
4200,11530,2862.5,0.85,0.387679654
4180,11550,2862.5,0.15,-0.312320346
4200,11550,2862.5,0.63166667,0.169346324
4220,11530,2847.5,0.89,0.427679654
4240,11530,2847.5,0.82,0.357679654
4220,11550,2847.5,0.96208333,0.499762984
4240,11550,2847.5,0.531875,0.069554654
4220,11530,2862.5,0.89,0.427679654
4240,11530,2862.5,0.81,0.347679654
4220,11550,2862.5,0.48416667,0.021846324
4240,11550,2862.5,0.5225,0.060179654
4260,11530,2847.5,0.53,0.067679654
4280,11530,2847.5,0.18395833,-0.278362016
4260,11550,2847.5,0.52458333,0.062262984
4280,11550,2847.5,0.256875,-0.205445346
4260,11530,2862.5,0.48916667,0.026846324
4280,11530,2862.5,0.11,-0.352320346
4260,11550,2862.5,0.33,-0.132320346
4280,11550,2862.5,0.12,-0.342320346
4300,11530,2862.5,0.22,-0.242320346
4320,11530,2862.5,0.3,-0.162320346
4300,11550,2862.5,0.13,-0.332320346
4320,11550,2862.5,0.17,-0.292320346
3620,11570,2847.5,0.001,-0.461320346
3640,11570,2847.5,0.001,-0.461320346
3620,11590,2847.5,0.001,-0.461320346
3760,11570,2847.5,0.607,0.144679654
3740,11590,2847.5,0.001,-0.461320346
3760,11590,2847.5,0.56033333,0.098012984
3780,11570,2847.5,0.587,0.124679654
3800,11570,2847.5,0.61470833,0.152387984
3780,11590,2847.5,0.62033333,0.158012984
3800,11590,2847.5,0.6595,0.197179654
3820,11570,2847.5,0.6245,0.162179654
3820,11590,2847.5,0.001,-0.461320346
3840,11590,2847.5,0.5538125,0.091492154
3860,11570,2847.5,0.48845833,0.026137984
3880,11570,2847.5,0.4675,0.005179654
3860,11590,2847.5,0.62333333,0.161012984
3880,11590,2847.5,0.490625,0.028304654
3900,11570,2847.5,0.36,-0.102320346
3900,11590,2847.5,0.38,-0.082320346
3920,11590,2847.5,0.42,-0.042320346
3940,11590,2847.5,0.45083333,-0.011487016
3960,11590,2847.5,0.58,0.117679654
3980,11590,2847.5,0.386875,-0.075445346
4000,11590,2847.5,0.57,0.107679654
4020,11590,2847.5,0.35,-0.112320346
4040,11590,2847.5,0.40770833,-0.054612016
4060,11590,2847.5,0.551875,0.089554654
4080,11590,2847.5,0.508125,0.045804654
4100,11570,2847.5,0.33666667,-0.125653676
4120,11570,2847.5,0.37375,-0.088570346
4100,11590,2847.5,0.1925,-0.269820346
4120,11590,2847.5,0.284375,-0.177945346
4120,11570,2862.5,0.17875,-0.283570346
4100,11590,2862.5,0.15,-0.312320346
4120,11590,2862.5,0.18,-0.282320346
4140,11570,2847.5,0.2375,-0.224820346
4160,11570,2847.5,0.3,-0.162320346
4140,11590,2847.5,0.23,-0.232320346
4160,11590,2847.5,0.28,-0.182320346
4140,11570,2862.5,0.21375,-0.248570346
4160,11570,2862.5,0.19,-0.272320346
4140,11590,2862.5,0.2,-0.262320346
4160,11590,2862.5,0.27,-0.192320346
4180,11570,2847.5,0.26916667,-0.193153676
4200,11570,2847.5,0.83625,0.373929654
4180,11590,2847.5,0.37,-0.092320346
4200,11590,2847.5,0.85,0.387679654
4180,11570,2862.5,0.16,-0.302320346
4200,11570,2862.5,0.53,0.067679654
4180,11590,2862.5,0.19979167,-0.262528676
4200,11590,2862.5,0.66583333,0.203512984
4220,11570,2847.5,0.80604167,0.343721324
4240,11570,2847.5,0.30125,-0.161070346
4220,11590,2847.5,0.76,0.297679654
4220,11570,2862.5,0.45125,-0.011070346
4240,11570,2862.5,0.17,-0.292320346
4220,11590,2862.5,0.64833333,0.186012984
4260,11570,2847.5,0.23,-0.232320346
4280,11570,2847.5,0.28,-0.182320346
4260,11590,2847.5,0.26,-0.202320346
4280,11590,2847.5,0.31,-0.152320346
4260,11570,2862.5,0.16,-0.302320346
4280,11570,2862.5,0.17,-0.292320346
4280,11590,2862.5,0.18,-0.282320346
4300,11570,2862.5,0.16,-0.302320346
4320,11570,2862.5,0.16,-0.302320346
4300,11590,2862.5,0.17,-0.292320346
4320,11590,2862.5,0.18,-0.282320346
3700,11610,2847.5,0.050875,-0.411445346
3720,11610,2847.5,0.001,-0.461320346
3700,11630,2847.5,0.001,-0.461320346
3720,11630,2847.5,0.001,-0.461320346
3740,11610,2847.5,0.001,-0.461320346
3760,11610,2847.5,0.5445,0.082179654
3780,11610,2847.5,0.598875,0.136554654
3800,11610,2847.5,0.69866667,0.236346324
3780,11630,2847.5,0.43054167,-0.031778676
3800,11630,2847.5,0.577,0.114679654
3820,11610,2847.5,0.56658333,0.104262984
3840,11610,2847.5,0.49354167,0.031221324
3820,11630,2847.5,0.62,0.157679654
3840,11630,2847.5,0.5,0.037679654
3860,11610,2847.5,0.64,0.177679654
3880,11610,2847.5,0.53,0.067679654
3860,11630,2847.5,0.5,0.037679654
3880,11630,2847.5,0.41,-0.052320346
3880,11630,2862.5,0.001,-0.461320346
3900,11610,2847.5,0.45,-0.012320346
3920,11610,2847.5,0.36,-0.102320346
3900,11630,2847.5,0.55,0.087679654
3920,11630,2847.5,0.6,0.137679654
3900,11610,2862.5,0.001,-0.461320346
3920,11610,2862.5,0.27425,-0.188070346
3900,11630,2862.5,0.22525,-0.237070346
3940,11610,2847.5,0.31166667,-0.150653676
3960,11610,2847.5,0.47,0.007679654
3940,11630,2847.5,0.384375,-0.077945346
3960,11630,2847.5,0.38458333,-0.077737016
3940,11610,2862.5,0.13083333,-0.331487016
3960,11610,2862.5,0.12,-0.342320346
3980,11610,2847.5,0.526875,0.064554654
4000,11610,2847.5,0.41,-0.052320346
3980,11630,2847.5,0.405,-0.057320346
4000,11630,2847.5,0.44,-0.022320346
3980,11610,2862.5,0.2775,-0.184820346
4000,11610,2862.5,0.45,-0.012320346
3980,11630,2862.5,0.17,-0.292320346
4000,11630,2862.5,0.430625,-0.031695346
4020,11610,2847.5,0.34,-0.122320346
4040,11610,2847.5,0.37125,-0.091070346
4020,11630,2847.5,0.51,0.047679654
4040,11630,2847.5,0.35,-0.112320346
4020,11610,2862.5,0.32,-0.142320346
4040,11610,2862.5,0.26416667,-0.198153676
4020,11630,2862.5,0.4,-0.062320346
4040,11630,2862.5,0.32,-0.142320346
4060,11610,2847.5,0.43083333,-0.031487016
4080,11610,2847.5,0.72833333,0.266012984
4060,11630,2847.5,0.57,0.107679654
4080,11630,2847.5,0.465,0.002679654
4060,11610,2862.5,0.26333333,-0.198987016
4080,11610,2862.5,0.35833333,-0.103987016
4060,11630,2862.5,0.31,-0.152320346
4080,11630,2862.5,0.27145833,-0.190862016
4100,11610,2847.5,0.235,-0.227320346
4120,11610,2847.5,0.27104167,-0.191278676
4100,11630,2847.5,0.391875,-0.070445346
4100,11610,2862.5,0.15,-0.312320346
4120,11610,2862.5,0.2,-0.262320346
4100,11630,2862.5,0.16,-0.302320346
4120,11630,2862.5,0.17,-0.292320346
4140,11610,2847.5,0.23,-0.232320346
4160,11610,2847.5,0.22,-0.242320346
4160,11630,2847.5,0.22,-0.242320346
4140,11610,2862.5,0.2,-0.262320346
4160,11610,2862.5,0.22,-0.242320346
4140,11630,2862.5,0.2,-0.262320346
4160,11630,2862.5,0.2,-0.262320346
4180,11610,2847.5,0.29875,-0.163570346
4200,11610,2847.5,0.82,0.357679654
4180,11630,2847.5,0.35666667,-0.105653676
4200,11630,2847.5,0.82,0.357679654
4180,11610,2862.5,0.21,-0.252320346
4200,11610,2862.5,0.718125,0.255804654
4180,11630,2862.5,0.213125,-0.249195346
4200,11630,2862.5,0.41041667,-0.051903676
4220,11610,2847.5,0.79,0.327679654
4220,11630,2847.5,0.94,0.477679654
4220,11610,2862.5,0.83,0.367679654
4240,11610,2862.5,0.26541667,-0.196903676
4220,11630,2862.5,0.79,0.327679654
4240,11630,2862.5,0.466875,0.004554654
4280,11610,2862.5,0.17,-0.292320346
4260,11630,2862.5,0.14,-0.322320346
4280,11630,2862.5,0.12,-0.342320346
4300,11610,2862.5,0.14,-0.322320346
4320,11610,2862.5,0.14,-0.322320346
4300,11630,2862.5,0.12,-0.342320346
4320,11630,2862.5,0.12,-0.342320346
3780,11650,2847.5,0.41129167,-0.051028676
3800,11650,2847.5,0.35208333,-0.110237016
3780,11670,2847.5,0.37366667,-0.088653676
3800,11670,2847.5,0.33627083,-0.126049516
3820,11650,2847.5,0.55,0.087679654
3840,11650,2847.5,0.46,-0.002320346
3820,11670,2847.5,0.41791667,-0.044403676
3840,11670,2847.5,0.35,-0.112320346
3840,11650,2862.5,0.001,-0.461320346
3860,11650,2847.5,0.44,-0.022320346
3880,11650,2847.5,0.4,-0.062320346
3860,11670,2847.5,0.35125,-0.111070346
3880,11670,2847.5,0.42,-0.042320346
3860,11650,2862.5,0.20497917,-0.257341176
3880,11650,2862.5,0.2340625,-0.228257846
3860,11670,2862.5,0.11304167,-0.349278676
3880,11670,2862.5,0.253875,-0.208445346
3900,11650,2847.5,0.63,0.167679654
3920,11650,2847.5,0.523125,0.060804654
3900,11670,2847.5,0.37,-0.092320346
3920,11670,2847.5,0.434375,-0.027945346
3900,11650,2862.5,0.2531875,-0.209132846
3920,11650,2862.5,0.2375,-0.224820346
3900,11670,2862.5,0.28,-0.182320346
3920,11670,2862.5,0.19333333,-0.268987016
3940,11650,2847.5,0.40083333,-0.061487016
3960,11650,2847.5,0.258125,-0.204195346
3940,11670,2847.5,0.4625,0.000179654
3940,11650,2862.5,0.11,-0.352320346
3960,11650,2862.5,0.1,-0.362320346
3940,11670,2862.5,0.11,-0.352320346
3960,11670,2862.5,0.12,-0.342320346
3980,11650,2847.5,0.27895833,-0.183362016
4000,11650,2847.5,0.55,0.087679654
3980,11670,2847.5,0.29895833,-0.163362016
4000,11670,2847.5,0.33,-0.132320346
3980,11650,2862.5,0.11,-0.352320346
4000,11650,2862.5,0.338125,-0.124195346
3980,11670,2862.5,0.14,-0.322320346
4000,11670,2862.5,0.23666667,-0.225653676
4020,11650,2847.5,0.4,-0.062320346
4040,11650,2847.5,0.38,-0.082320346
4020,11670,2847.5,0.44,-0.022320346
4040,11670,2847.5,0.49,0.027679654
4020,11650,2862.5,0.36,-0.102320346
4040,11650,2862.5,0.34,-0.122320346
4020,11670,2862.5,0.286875,-0.175445346
4040,11670,2862.5,0.45,-0.012320346
4060,11650,2847.5,0.32,-0.142320346
4080,11650,2847.5,0.44958333,-0.012737016
4060,11670,2847.5,0.41,-0.052320346
4080,11670,2847.5,0.69916667,0.236846324
4060,11650,2862.5,0.32,-0.142320346
4080,11650,2862.5,0.2775,-0.184820346
4060,11670,2862.5,0.39375,-0.068570346
4080,11670,2862.5,0.43833333,-0.023987016
4100,11650,2847.5,0.43333333,-0.028987016
4120,11650,2847.5,0.395625,-0.066695346
4100,11670,2847.5,0.635,0.172679654
4120,11670,2847.5,0.2775,-0.184820346
4100,11650,2862.5,0.2,-0.262320346
4120,11650,2862.5,0.17,-0.292320346
4100,11670,2862.5,0.2575,-0.204820346
4120,11670,2862.5,0.17,-0.292320346
4140,11650,2847.5,0.19,-0.272320346
4160,11670,2847.5,0.37833333,-0.083987016
4140,11650,2862.5,0.18,-0.282320346
4160,11650,2862.5,0.2,-0.262320346
4140,11670,2862.5,0.17,-0.292320346
4160,11670,2862.5,0.18,-0.282320346
4180,11650,2847.5,0.50166667,0.039346324
4200,11650,2847.5,0.78,0.317679654
4180,11670,2847.5,0.89541667,0.433096324
4200,11670,2847.5,0.62104167,0.158721324
4180,11650,2862.5,0.25,-0.212320346
4200,11650,2862.5,0.54,0.077679654
4180,11670,2862.5,0.318125,-0.144195346
4200,11670,2862.5,0.40354167,-0.058778676
4220,11670,2847.5,0.74,0.277679654
4220,11650,2862.5,0.61,0.147679654
4240,11650,2862.5,0.51,0.047679654
4220,11670,2862.5,0.630625,0.168304654
4240,11670,2862.5,0.55,0.087679654
4260,11670,2847.5,0.591875,0.129554654
4260,11650,2862.5,0.24166667,-0.220653676
4280,11650,2862.5,0.12,-0.342320346
4260,11670,2862.5,0.59,0.127679654
4280,11670,2862.5,0.19479167,-0.267528676
4320,11670,2847.5,0.2675,-0.194820346
4300,11650,2862.5,0.18458333,-0.277737016
4300,11670,2862.5,0.33,-0.132320346
3780,11690,2847.5,0.001,-0.461320346
3800,11690,2847.5,0.287875,-0.174445346
3800,11710,2847.5,0.001,-0.461320346
3820,11690,2847.5,0.4,-0.062320346
3840,11690,2847.5,0.33145833,-0.130862016
3820,11710,2847.5,0.33925,-0.123070346
3840,11710,2847.5,0.25458333,-0.207737016
3860,11690,2847.5,0.223125,-0.239195346
3880,11690,2847.5,0.415,-0.047320346
3860,11710,2847.5,0.11,-0.352320346
3880,11710,2847.5,0.375,-0.087320346
3860,11690,2862.5,0.05366667,-0.408653676
3880,11690,2862.5,0.25510417,-0.207216176
3860,11710,2862.5,0.067,-0.395320346
3880,11710,2862.5,0.15033333,-0.311987016
3900,11690,2847.5,0.4,-0.062320346
3920,11690,2847.5,0.365,-0.097320346
3900,11710,2847.5,0.31833333,-0.143987016
3920,11710,2847.5,0.25708333,-0.205237016
3900,11690,2862.5,0.275,-0.187320346
3920,11690,2862.5,0.13708333,-0.325237016
3900,11710,2862.5,0.2278125,-0.234507846
3920,11710,2862.5,0.103125,-0.359195346
3940,11690,2847.5,0.275,-0.187320346
3940,11710,2847.5,0.305,-0.157320346
3960,11710,2847.5,0.22041667,-0.241903676
3940,11690,2862.5,0.13,-0.332320346
3960,11690,2862.5,0.12,-0.342320346
3940,11710,2862.5,0.10016667,-0.362153676
3960,11710,2862.5,0.11925,-0.343070346
3980,11690,2847.5,0.27458333,-0.187737016
4000,11690,2847.5,0.32,-0.142320346
3980,11710,2847.5,0.3075,-0.154820346
4000,11710,2847.5,0.310625,-0.151695346
3980,11690,2862.5,0.13,-0.332320346
4000,11690,2862.5,0.180625,-0.281695346
3980,11710,2862.5,0.1273125,-0.335007846
4000,11710,2862.5,0.15083333,-0.311487016
4020,11690,2847.5,0.40916667,-0.053153676
4040,11690,2847.5,0.4,-0.062320346
4020,11710,2847.5,0.29479167,-0.167528676
4040,11710,2847.5,0.53,0.067679654
4020,11690,2862.5,0.21125,-0.251070346
4040,11690,2862.5,0.35,-0.112320346
4020,11710,2862.5,0.15354167,-0.308778676
4040,11710,2862.5,0.33166667,-0.130653676
4060,11690,2847.5,0.42,-0.042320346
4080,11690,2847.5,0.41,-0.052320346
4060,11710,2847.5,0.47,0.007679654
4080,11710,2847.5,0.42,-0.042320346
4060,11690,2862.5,0.34583333,-0.116487016
4080,11690,2862.5,0.23541667,-0.226903676
4060,11710,2862.5,0.37958333,-0.082737016
4080,11710,2862.5,0.260625,-0.201695346
4100,11690,2847.5,0.74,0.277679654
4120,11690,2847.5,0.26020833,-0.202112016
4100,11710,2847.5,0.34,-0.122320346
4120,11710,2847.5,0.36416667,-0.098153676
4100,11690,2862.5,0.515,0.052679654
4120,11690,2862.5,0.17708333,-0.285237016
4100,11710,2862.5,0.30333333,-0.158987016
4120,11710,2862.5,0.21666667,-0.245653676
4140,11690,2847.5,0.2,-0.262320346
4160,11690,2847.5,0.32833333,-0.133987016
4140,11710,2847.5,0.20875,-0.253570346
4160,11710,2847.5,0.43,-0.032320346
4140,11690,2862.5,0.17,-0.292320346
4160,11690,2862.5,0.18,-0.282320346
4140,11710,2862.5,0.16,-0.302320346
4160,11710,2862.5,0.22,-0.242320346
4180,11690,2847.5,0.54125,0.078929654
4200,11690,2847.5,0.45,-0.012320346
4180,11710,2847.5,0.39,-0.072320346
4200,11710,2847.5,0.640625,0.178304654
4180,11690,2862.5,0.251875,-0.210445346
4200,11690,2862.5,0.31,-0.152320346
4180,11710,2862.5,0.208125,-0.254195346
4200,11710,2862.5,0.345,-0.117320346
4220,11690,2847.5,0.65125,0.188929654
4240,11690,2847.5,0.68,0.217679654
4220,11710,2847.5,0.68,0.217679654
4240,11710,2847.5,0.85,0.387679654
4220,11690,2862.5,0.57541667,0.113096324
4240,11690,2862.5,0.69,0.227679654
4220,11710,2862.5,0.84208333,0.379762984
4240,11710,2862.5,1.15,0.687679654
4260,11690,2847.5,0.75,0.287679654
4280,11690,2847.5,0.74,0.277679654
4260,11710,2847.5,0.9,0.437679654
4280,11710,2847.5,1.05,0.587679654
4260,11690,2862.5,0.79,0.327679654
4280,11690,2862.5,0.75,0.287679654
4260,11710,2862.5,1.26,0.797679654
4280,11710,2862.5,1.14,0.677679654
4300,11710,2847.5,0.95,0.487679654
4300,11690,2862.5,0.7,0.237679654
4320,11690,2862.5,0.335625,-0.126695346
4300,11710,2862.5,0.89,0.427679654
4320,11710,2862.5,0.34,-0.122320346
4340,11710,2862.5,0.31875,-0.143570346
3820,11730,2847.5,0.18008333,-0.282237016
3840,11730,2847.5,0.24916667,-0.213153676
3820,11750,2847.5,0.17647917,-0.285841176
3840,11750,2847.5,0.18125,-0.281070346
3860,11730,2847.5,0.11,-0.352320346
3880,11730,2847.5,0.3075,-0.154820346
3860,11750,2847.5,0.11958333,-0.342737016
3880,11750,2847.5,0.36,-0.102320346
3900,11730,2847.5,0.32,-0.142320346
3920,11730,2847.5,0.23875,-0.223570346
3900,11750,2847.5,0.37,-0.092320346
3920,11750,2847.5,0.25210417,-0.210216176
3920,11730,2862.5,0.05058333,-0.411737016
3940,11730,2847.5,0.23333333,-0.228987016
3960,11730,2847.5,0.26020833,-0.202112016
3940,11750,2847.5,0.2135625,-0.248757846
3960,11750,2847.5,0.28666667,-0.175653676
3940,11730,2862.5,0.0486875,-0.413632846
3960,11730,2862.5,0.06458333,-0.397737016
3960,11750,2862.5,0.03252083,-0.429799516
3980,11730,2847.5,0.233125,-0.229195346
4000,11730,2847.5,0.31791667,-0.144403676
3980,11750,2847.5,0.25416667,-0.208153676
4000,11750,2847.5,0.18625,-0.276070346
3980,11730,2862.5,0.0828125,-0.379507846
4000,11730,2862.5,0.1219375,-0.340382846
3980,11750,2862.5,0.0759375,-0.386382846
4000,11750,2862.5,0.10772917,-0.354591176
4020,11730,2847.5,0.188125,-0.274195346
4040,11730,2847.5,0.55,0.087679654
4020,11750,2847.5,0.15958333,-0.302737016
4040,11750,2847.5,0.309375,-0.152945346
4020,11730,2862.5,0.14,-0.322320346
4040,11730,2862.5,0.27020833,-0.192112016
4020,11750,2862.5,0.11,-0.352320346
4040,11750,2862.5,0.14583333,-0.316487016
4060,11730,2847.5,0.61,0.147679654
4080,11730,2847.5,0.45,-0.012320346
4060,11750,2847.5,0.56,0.097679654
4080,11750,2847.5,0.43,-0.032320346
4060,11730,2862.5,0.51,0.047679654
4080,11730,2862.5,0.32708333,-0.135237016
4060,11750,2862.5,0.5,0.037679654
4080,11750,2862.5,0.30833333,-0.153987016
4100,11730,2847.5,0.335625,-0.126695346
4120,11730,2847.5,0.48291667,0.020596324
4120,11750,2847.5,0.36,-0.102320346
4100,11730,2862.5,0.165,-0.297320346
4120,11730,2862.5,0.30729167,-0.155028676
4100,11750,2862.5,0.11,-0.352320346
4120,11750,2862.5,0.2575,-0.204820346
4140,11730,2847.5,0.19833333,-0.263987016
4160,11730,2847.5,0.4425,-0.019820346
4140,11750,2847.5,0.223125,-0.239195346
4160,11750,2847.5,0.56,0.097679654
4140,11730,2862.5,0.16,-0.302320346
4160,11730,2862.5,0.223125,-0.239195346
4140,11750,2862.5,0.15,-0.312320346
4160,11750,2862.5,0.245,-0.217320346
4180,11730,2847.5,0.40145833,-0.060862016
4200,11730,2847.5,0.51479167,0.052471324
4180,11750,2847.5,0.60166667,0.139346324
4200,11750,2847.5,0.73,0.267679654
4180,11730,2862.5,0.22666667,-0.235653676
4200,11730,2862.5,1.12,0.657679654
4220,11730,2847.5,0.4875,0.025179654
4240,11730,2847.5,0.74,0.277679654
4220,11750,2847.5,0.52041667,0.058096324
4240,11750,2847.5,0.78,0.317679654
4220,11730,2862.5,0.73416667,0.271846324
4240,11730,2862.5,1.18,0.717679654
4220,11750,2862.5,0.56,0.097679654
4240,11750,2862.5,1.38,0.917679654
4260,11730,2847.5,0.99,0.527679654
4280,11730,2847.5,1.58,1.117679654
4260,11750,2847.5,1.26,0.797679654
4280,11750,2847.5,1.06,0.597679654
4260,11730,2862.5,1.47,1.007679654
4280,11730,2862.5,1.7,1.237679654
4260,11750,2862.5,1.8,1.337679654
4280,11750,2862.5,1.37,0.907679654
4300,11730,2847.5,1.13895833,0.676637984
4320,11730,2847.5,0.55,0.087679654
4300,11750,2847.5,0.83770833,0.375387984
4320,11750,2847.5,0.95,0.487679654
4300,11730,2862.5,1.28,0.817679654
4320,11730,2862.5,0.77,0.307679654
4300,11750,2862.5,1.84,1.377679654
4320,11750,2862.5,1.11,0.647679654
4340,11730,2862.5,0.473125,0.010804654
4340,11750,2862.5,0.54333333,0.081012984
3800,11770,2847.5,0.53810417,0.075783824
3800,11790,2847.5,0.47060417,0.008283824
3820,11770,2847.5,0.21333333,-0.248987016
3840,11770,2847.5,0.13958333,-0.322737016
3820,11790,2847.5,0.2879375,-0.174382846
3840,11790,2847.5,0.1191875,-0.343132846
3860,11770,2847.5,0.09,-0.372320346
3880,11770,2847.5,0.33833333,-0.123987016
3860,11790,2847.5,0.1083125,-0.354007846
3880,11790,2847.5,0.2239375,-0.238382846
3900,11770,2847.5,0.4969375,0.034617154
3920,11770,2847.5,0.40591667,-0.056403676
3900,11790,2847.5,0.3096875,-0.152632846
3920,11790,2847.5,0.5,0.037679654
3940,11770,2847.5,0.147125,-0.315195346
3960,11770,2847.5,0.280625,-0.181695346
3940,11790,2847.5,0.12,-0.342320346
3960,11790,2847.5,0.17333333,-0.288987016
3960,11770,2862.5,0.034375,-0.427945346
3940,11790,2862.5,0.0225625,-0.439757846
3960,11790,2862.5,0.06189583,-0.400424516
3980,11770,2847.5,0.30333333,-0.158987016
4000,11770,2847.5,0.15,-0.312320346
3980,11790,2847.5,0.31729167,-0.145028676
4000,11790,2847.5,0.16583333,-0.296487016
3980,11770,2862.5,0.06683333,-0.395487016
4000,11770,2862.5,0.1,-0.362320346
3980,11790,2862.5,0.07,-0.392320346
4000,11790,2862.5,0.11,-0.352320346
4020,11770,2847.5,0.14,-0.322320346
4040,11770,2847.5,0.34,-0.122320346
4020,11790,2847.5,0.15,-0.312320346
4040,11790,2847.5,0.29333333,-0.168987016
4020,11770,2862.5,0.1,-0.362320346
4040,11770,2862.5,0.11708333,-0.345237016
4020,11790,2862.5,0.11,-0.352320346
4040,11790,2862.5,0.15,-0.312320346
4060,11770,2847.5,0.68,0.217679654
4080,11770,2847.5,0.6925,0.230179654
4060,11790,2847.5,0.72,0.257679654
4080,11790,2847.5,0.435,-0.027320346
4060,11770,2862.5,0.72,0.257679654
4080,11770,2862.5,0.29895833,-0.163362016
4060,11790,2862.5,0.53,0.067679654
4080,11790,2862.5,0.17166667,-0.290653676
4120,11770,2847.5,0.46,-0.002320346
4100,11770,2862.5,0.105625,-0.356695346
4120,11770,2862.5,0.2675,-0.194820346
4100,11790,2862.5,0.19375,-0.268570346
4120,11790,2862.5,0.34041667,-0.121903676
4140,11770,2847.5,0.51625,0.053929654
4160,11770,2847.5,0.69,0.227679654
4140,11790,2847.5,0.43,-0.032320346
4160,11790,2847.5,0.7,0.237679654
4140,11770,2862.5,0.328125,-0.134195346
4160,11770,2862.5,0.33916667,-0.123153676
4140,11790,2862.5,0.49,0.027679654
4160,11790,2862.5,0.55,0.087679654
4180,11770,2847.5,0.6,0.137679654
4200,11770,2847.5,0.688125,0.225804654
4180,11790,2847.5,0.82,0.357679654
4200,11790,2847.5,0.914375,0.452054654
4180,11790,2862.5,0.47,0.007679654
4220,11770,2847.5,0.74729167,0.284971324
4240,11770,2847.5,0.89,0.427679654
4220,11790,2847.5,0.87,0.407679654
4240,11790,2847.5,0.89,0.427679654
4240,11770,2862.5,1.18,0.717679654
4220,11790,2862.5,0.86,0.397679654
4240,11790,2862.5,1.29,0.827679654
4260,11770,2847.5,0.8,0.337679654
4280,11770,2847.5,1.07,0.607679654
4260,11790,2847.5,0.89,0.427679654
4280,11790,2847.5,0.85,0.387679654
4260,11770,2862.5,1.4,0.937679654
4280,11770,2862.5,1.6,1.137679654
4260,11790,2862.5,1.41,0.947679654
4280,11790,2862.5,1.22,0.757679654
4300,11770,2847.5,1.13479167,0.672471324
4320,11770,2847.5,1.0725,0.610179654
4300,11790,2847.5,0.97,0.507679654
4320,11790,2847.5,1.03,0.567679654
4300,11770,2862.5,1.37,0.907679654
4320,11770,2862.5,1.08875,0.626429654
4300,11790,2862.5,1.24,0.777679654
4320,11790,2862.5,1,0.537679654
4340,11790,2847.5,0.45,-0.012320346
4340,11770,2862.5,0.54,0.077679654
4340,11790,2862.5,0.5,0.037679654
3860,11810,2847.5,0.001,-0.461320346
3880,11810,2847.5,0.001,-0.461320346
3880,11830,2847.5,0.001,-0.461320346
3900,11810,2847.5,0.34525,-0.117070346
3920,11810,2847.5,0.53333333,0.071012984
3900,11830,2847.5,0.31525,-0.147070346
3920,11830,2847.5,0.56979167,0.107471324
3940,11810,2847.5,0.52,0.057679654
3960,11810,2847.5,0.46,-0.002320346
3940,11830,2847.5,0.40833333,-0.053987016
3960,11830,2847.5,0.43,-0.032320346
3940,11810,2862.5,0.04525,-0.417070346
3960,11810,2862.5,0.07,-0.392320346
3940,11830,2862.5,0.05508333,-0.407237016
3960,11830,2862.5,0.05,-0.412320346
3980,11810,2847.5,0.33041667,-0.131903676
4000,11810,2847.5,0.1825,-0.279820346
3980,11830,2847.5,0.27,-0.192320346
4000,11830,2847.5,0.148125,-0.314195346
3980,11810,2862.5,0.09,-0.372320346
4000,11810,2862.5,0.1,-0.362320346
3980,11830,2862.5,0.07,-0.392320346
4000,11830,2862.5,0.08,-0.382320346
4020,11810,2847.5,0.14791667,-0.314403676
