x,y,z,T,tt
4100,10470,2697.5,0.30875,-0.153570346
4140,10470,2712.5,0.5,0.037679654
4180,10450,2712.5,0.35333333,-0.108987016
3520,10490,2697.5,0.79,0.327679654
3520,10510,2697.5,0.75,0.287679654
3500,10490,2712.5,0.48,0.017679654
3520,10490,2712.5,0.81,0.347679654
3500,10510,2712.5,0.3,-0.162320346
3520,10510,2712.5,0.48,0.017679654
3540,10490,2697.5,1.02,0.557679654
3540,10510,2697.5,0.71,0.247679654
3540,10510,2712.5,0.52,0.057679654
3940,10490,2697.5,0.53875,0.076429654
3960,10490,2697.5,0.50645833,0.044137984
3960,10510,2697.5,0.405,-0.057320346
3980,10490,2697.5,0.60208333,0.139762984
4000,10490,2697.5,0.64958333,0.187262984
3980,10510,2697.5,0.63666667,0.174346324
4000,10510,2697.5,0.623125,0.160804654
4000,10510,2712.5,0.68208333,0.219762984
4020,10490,2697.5,0.87770833,0.415387984
4040,10490,2697.5,0.65166667,0.189346324
4020,10510,2697.5,0.85,0.387679654
4040,10510,2697.5,0.72916667,0.266846324
4020,10510,2712.5,0.626875,0.164554654
4040,10510,2712.5,0.56333333,0.101012984
4060,10490,2697.5,0.52666667,0.064346324
4080,10490,2697.5,0.27333333,-0.188987016
4060,10510,2697.5,0.52958333,0.067262984
4080,10510,2697.5,0.39770833,-0.064612016
4060,10510,2712.5,0.51125,0.048929654
4080,10510,2712.5,0.53625,0.073929654
4100,10490,2697.5,0.36666667,-0.095653676
4100,10510,2697.5,0.545625,0.083304654
4120,10490,2712.5,0.56,0.097679654
4100,10510,2712.5,0.61,0.147679654
4120,10510,2712.5,0.57,0.107679654
4140,10490,2712.5,0.595,0.132679654
4160,10490,2712.5,0.36770833,-0.094612016
4140,10510,2712.5,0.485,0.022679654
3520,10530,2697.5,0.68,0.217679654
3520,10550,2697.5,0.6,0.137679654
3500,10530,2712.5,0.43,-0.032320346
3520,10530,2712.5,0.36,-0.102320346
3500,10550,2712.5,0.47,0.007679654
3520,10550,2712.5,0.35,-0.112320346
3540,10530,2697.5,0.82,0.357679654
3560,10530,2697.5,0.66,0.197679654
3540,10550,2697.5,0.74,0.277679654
3560,10550,2697.5,0.72,0.257679654
3540,10530,2712.5,0.49,0.027679654
3540,10550,2712.5,0.43,-0.032320346
3800,10550,2697.5,0.35479167,-0.107528676
3920,10530,2697.5,0.28145833,-0.180862016
3940,10530,2697.5,0.39333333,-0.068987016
3960,10530,2697.5,0.4975,0.035179654
3940,10550,2697.5,0.37,-0.092320346
3960,10550,2697.5,0.52,0.057679654
3980,10530,2697.5,0.47145833,0.009137984
4000,10530,2697.5,0.50541667,0.043096324
3980,10550,2697.5,0.55729167,0.094971324
4000,10550,2697.5,0.33,-0.132320346
3980,10530,2712.5,0.32666667,-0.135653676
4000,10530,2712.5,0.3975,-0.064820346
4000,10550,2712.5,0.36,-0.102320346
4020,10530,2697.5,0.64770833,0.185387984
4040,10530,2697.5,0.47458333,0.012262984
4020,10550,2697.5,0.66666667,0.204346324
4040,10550,2697.5,0.54,0.077679654
4020,10530,2712.5,0.46854167,0.006221324
4040,10530,2712.5,0.38375,-0.078570346
4020,10550,2712.5,0.475625,0.013304654
4040,10550,2712.5,0.36083333,-0.101487016
4060,10530,2697.5,0.47833333,0.016012984
4080,10530,2697.5,0.473125,0.010804654
4060,10550,2697.5,0.51,0.047679654
4080,10550,2697.5,0.51,0.047679654
4060,10530,2712.5,0.48270833,0.020387984
4080,10530,2712.5,0.53583333,0.073512984
4060,10550,2712.5,0.48979167,0.027471324
4080,10550,2712.5,0.52666667,0.064346324
4100,10530,2697.5,0.47833333,0.016012984
4100,10550,2697.5,0.42,-0.042320346
4100,10530,2712.5,0.5,0.037679654
4120,10530,2712.5,0.62,0.157679654
4100,10550,2712.5,0.46208333,-0.000237016
4120,10550,2712.5,0.545625,0.083304654
4140,10530,2712.5,0.48,0.017679654
4140,10550,2712.5,0.40395833,-0.058362016
3520,10570,2697.5,0.44,-0.022320346
3520,10590,2697.5,0.52,0.057679654
3500,10570,2712.5,0.38,-0.082320346
3520,10570,2712.5,0.33,-0.132320346
3500,10590,2712.5,0.33,-0.132320346
3520,10590,2712.5,0.31,-0.152320346
3540,10570,2697.5,0.48,0.017679654
3560,10570,2697.5,0.53,0.067679654
3540,10590,2697.5,0.48,0.017679654
3560,10590,2697.5,0.51,0.047679654
3540,10570,2712.5,0.44,-0.022320346
3560,10570,2712.5,0.36,-0.102320346
3540,10590,2712.5,0.32,-0.142320346
3560,10590,2712.5,0.4,-0.062320346
3580,10590,2697.5,0.31770833,-0.144612016
3760,10570,2697.5,0.358125,-0.104195346
3760,10590,2697.5,0.5,0.037679654
3780,10570,2697.5,0.35,-0.112320346
3800,10570,2697.5,0.38583333,-0.076487016
3780,10590,2697.5,0.384375,-0.077945346
3800,10590,2697.5,0.33,-0.132320346
3820,10570,2697.5,0.56770833,0.105387984
3840,10570,2697.5,0.52979167,0.067471324
3820,10590,2697.5,0.36229167,-0.100028676
3840,10590,2697.5,0.48125,0.018929654
3860,10590,2697.5,0.3175,-0.144820346
3960,10570,2697.5,0.50458333,0.042262984
3980,10570,2697.5,0.58041667,0.118096324
4000,10570,2697.5,0.435,-0.027320346
3980,10590,2697.5,0.58229167,0.119971324
4000,10590,2697.5,0.47416667,0.011846324
4020,10570,2697.5,0.6125,0.150179654
4040,10570,2697.5,0.575,0.112679654
4020,10590,2697.5,0.57541667,0.113096324
4040,10590,2697.5,0.56229167,0.099971324
4020,10570,2712.5,0.54645833,0.084137984
4040,10570,2712.5,0.41916667,-0.043153676
4040,10590,2712.5,0.45395833,-0.008362016
4060,10570,2697.5,0.57,0.107679654
4080,10570,2697.5,0.52,0.057679654
4060,10590,2697.5,0.65,0.187679654
4080,10590,2697.5,0.55,0.087679654
4060,10570,2712.5,0.56333333,0.101012984
4080,10570,2712.5,0.53,0.067679654
4060,10590,2712.5,0.61458333,0.152262984
4080,10590,2712.5,0.57041667,0.108096324
4100,10570,2697.5,0.45979167,-0.002528676
4100,10590,2697.5,0.4575,-0.004820346
4100,10570,2712.5,0.45041667,-0.011903676
4120,10570,2712.5,0.40916667,-0.053153676
4100,10590,2712.5,0.34479167,-0.117528676
4120,10590,2712.5,0.39229167,-0.070028676
4140,10570,2712.5,0.37083333,-0.091487016
4140,10590,2712.5,0.4,-0.062320346
3520,10610,2697.5,0.63,0.167679654
3520,10630,2697.5,0.69,0.227679654
3500,10610,2712.5,0.43,-0.032320346
3520,10610,2712.5,0.32,-0.142320346
3500,10630,2712.5,0.56,0.097679654
3520,10630,2712.5,0.48,0.017679654
3540,10610,2697.5,0.56,0.097679654
3560,10610,2697.5,0.55,0.087679654
3540,10630,2697.5,0.79,0.327679654
3560,10630,2697.5,0.57,0.107679654
3540,10610,2712.5,0.29,-0.172320346
3560,10610,2712.5,0.42,-0.042320346
3540,10630,2712.5,0.34,-0.122320346
3560,10630,2712.5,0.37,-0.092320346
3580,10630,2697.5,0.48,0.017679654
3760,10610,2697.5,0.37333333,-0.088987016
3760,10630,2697.5,0.19541667,-0.266903676
3780,10610,2697.5,0.41291667,-0.049403676
3800,10610,2697.5,0.3975,-0.064820346
3780,10630,2697.5,0.21,-0.252320346
3800,10630,2697.5,0.2525,-0.209820346
3820,10610,2697.5,0.25,-0.212320346
3840,10610,2697.5,0.41604167,-0.046278676
3820,10630,2697.5,0.315,-0.147320346
3840,10630,2697.5,0.400625,-0.061695346
3860,10610,2697.5,0.42791667,-0.034403676
3880,10610,2697.5,0.36166667,-0.100653676
3860,10630,2697.5,0.47229167,0.009971324
3880,10630,2697.5,0.4025,-0.059820346
3900,10610,2697.5,0.52083333,0.058512984
3900,10630,2697.5,0.44520833,-0.017112016
3920,10630,2697.5,0.48,0.017679654
4000,10610,2697.5,0.61020833,0.147887984
4020,10610,2697.5,0.70083333,0.238512984
4040,10610,2697.5,0.59333333,0.131012984
4020,10630,2697.5,0.605625,0.143304654
4040,10630,2697.5,0.61395833,0.151637984
4060,10610,2697.5,0.56354167,0.101221324
4080,10610,2697.5,0.50625,0.043929654
4060,10630,2697.5,0.59875,0.136429654
4080,10630,2697.5,0.36125,-0.101070346
4060,10610,2712.5,0.444375,-0.017945346
4080,10610,2712.5,0.40208333,-0.060237016
4080,10630,2712.5,0.4675,0.005179654
4100,10610,2697.5,0.415,-0.047320346
4100,10630,2697.5,0.42083333,-0.041487016
4100,10610,2712.5,0.223125,-0.239195346
4120,10610,2712.5,0.35583333,-0.106487016
4100,10630,2712.5,0.27020833,-0.192112016
4120,10630,2712.5,0.35333333,-0.108987016
4140,10610,2712.5,0.35458333,-0.107737016
4140,10630,2712.5,0.37,-0.092320346
3520,10650,2712.5,0.66,0.197679654
3520,10670,2712.5,0.71,0.247679654
3540,10650,2697.5,1.19,0.727679654
3560,10650,2697.5,0.68,0.217679654
3540,10670,2697.5,0.91,0.447679654
3560,10670,2697.5,0.67,0.207679654
3540,10650,2712.5,0.71,0.247679654
3560,10650,2712.5,0.46,-0.002320346
3540,10670,2712.5,0.84,0.377679654
3560,10670,2712.5,0.53,0.067679654
3580,10650,2697.5,0.48,0.017679654
3580,10670,2697.5,0.53,0.067679654
3600,10670,2697.5,0.61,0.147679654
3580,10670,2712.5,0.52,0.057679654
3760,10650,2697.5,0.44083333,-0.021487016
3760,10670,2697.5,0.53104167,0.068721324
3780,10650,2697.5,0.47875,0.016429654
3800,10650,2697.5,0.46375,0.001429654
3780,10670,2697.5,0.624375,0.162054654
3800,10670,2697.5,0.63375,0.171429654
3820,10650,2697.5,0.40520833,-0.057112016
3840,10650,2697.5,0.34416667,-0.118153676
3820,10670,2697.5,0.56020833,0.097887984
3840,10670,2697.5,0.47125,0.008929654
3860,10650,2697.5,0.43375,-0.028570346
3880,10650,2697.5,0.47,0.007679654
3860,10670,2697.5,0.275,-0.187320346
3880,10670,2697.5,0.33270833,-0.129612016
3900,10650,2697.5,0.4375,-0.024820346
3900,10670,2697.5,0.53229167,0.069971324
4020,10650,2697.5,0.49,0.027679654
4040,10650,2697.5,0.42604167,-0.036278676
4020,10670,2697.5,0.44,-0.022320346
4040,10670,2697.5,0.326875,-0.135445346
4060,10650,2697.5,0.5275,0.065179654
4080,10650,2697.5,0.44020833,-0.022112016
4060,10670,2697.5,0.43875,-0.023570346
4080,10670,2697.5,0.41395833,-0.048362016
4100,10650,2697.5,0.37625,-0.086070346
4100,10670,2697.5,0.32958333,-0.132737016
4120,10650,2712.5,0.3175,-0.144820346
4120,10670,2712.5,0.30833333,-0.153987016
4140,10650,2712.5,0.37,-0.092320346
4140,10670,2712.5,0.39,-0.072320346
3540,10690,2697.5,0.58,0.117679654
3560,10690,2697.5,0.59,0.127679654
3540,10690,2712.5,0.85,0.387679654
3560,10690,2712.5,0.68,0.217679654
3540,10710,2712.5,0.7,0.237679654
3560,10710,2712.5,0.97,0.507679654
3580,10690,2697.5,0.68,0.217679654
3600,10690,2697.5,0.68,0.217679654
3580,10710,2697.5,0.79,0.327679654
3600,10710,2697.5,0.8,0.337679654
3580,10690,2712.5,0.7,0.237679654
3580,10710,2712.5,0.76,0.297679654
3700,10710,2697.5,0.335625,-0.126695346
3720,10710,2697.5,0.210625,-0.251695346
3760,10690,2697.5,0.47375,0.011429654
3740,10710,2697.5,0.40083333,-0.061487016
3760,10710,2697.5,0.52,0.057679654
3780,10690,2697.5,0.47208333,0.009762984
3800,10690,2697.5,0.69770833,0.235387984
3780,10710,2697.5,0.49,0.027679654
3800,10710,2697.5,0.58354167,0.121221324
3820,10690,2697.5,0.61791667,0.155596324
3840,10690,2697.5,0.59854167,0.136221324
3820,10710,2697.5,0.68229167,0.219971324
3840,10710,2697.5,0.433125,-0.029195346
3860,10690,2697.5,0.545625,0.083304654
3880,10690,2697.5,0.41020833,-0.052112016
3860,10710,2697.5,0.5175,0.055179654
3880,10710,2697.5,0.75416667,0.291846324
3900,10690,2697.5,0.2725,-0.189820346
4020,10690,2697.5,0.55666667,0.094346324
4040,10690,2697.5,0.42,-0.042320346
4020,10710,2697.5,0.554375,0.092054654
4040,10710,2697.5,0.475,0.012679654
4060,10690,2697.5,0.43333333,-0.028987016
4080,10690,2697.5,0.38354167,-0.078778676
4060,10710,2697.5,0.65666667,0.194346324
4080,10710,2697.5,0.41,-0.052320346
4060,10690,2712.5,0.40083333,-0.061487016
4080,10690,2712.5,0.39895833,-0.063362016
4060,10710,2712.5,0.72229167,0.259971324
4080,10710,2712.5,0.59895833,0.136637984
4100,10690,2697.5,0.26854167,-0.193778676
4100,10710,2697.5,0.36,-0.102320346
4100,10690,2712.5,0.27375,-0.188570346
4120,10690,2712.5,0.29,-0.172320346
4100,10710,2712.5,0.41,-0.052320346
4120,10710,2712.5,0.33,-0.132320346
4140,10690,2712.5,0.42,-0.042320346
4140,10710,2712.5,0.39,-0.072320346
3540,10730,2712.5,1.05,0.587679654
3560,10730,2712.5,1.16,0.697679654
3560,10750,2712.5,1.47,1.007679654
3580,10730,2697.5,1.14,0.677679654
3600,10730,2697.5,1.02,0.557679654
3600,10750,2697.5,0.85,0.387679654
3580,10730,2712.5,0.96,0.497679654
3600,10730,2712.5,0.85,0.387679654
3580,10750,2712.5,1.62,1.157679654
3640,10730,2697.5,0.77,0.307679654
3640,10750,2697.5,0.69,0.227679654
3680,10750,2697.5,0.44166667,-0.020653676
3700,10730,2697.5,0.31,-0.152320346
3720,10730,2697.5,0.30458333,-0.157737016
3700,10750,2697.5,0.383125,-0.079195346
3720,10750,2697.5,0.34354167,-0.118778676
3740,10730,2697.5,0.28854167,-0.173778676
3760,10730,2697.5,0.38166667,-0.080653676
3740,10750,2697.5,0.41791667,-0.044403676
3760,10750,2697.5,0.493125,0.030804654
3780,10730,2697.5,0.51,0.047679654
3800,10730,2697.5,0.453125,-0.009195346
3780,10750,2697.5,0.48270833,0.020387984
3800,10750,2697.5,0.48,0.017679654
3820,10730,2697.5,0.69125,0.228929654
3840,10730,2697.5,0.67145833,0.209137984
3820,10750,2697.5,0.54270833,0.080387984
3840,10750,2697.5,0.6325,0.170179654
3860,10730,2697.5,0.62958333,0.167262984
3860,10750,2697.5,0.7875,0.325179654
4020,10730,2697.5,0.5675,0.105179654
4040,10730,2697.5,0.45,-0.012320346
4020,10750,2697.5,0.58375,0.121429654
4040,10750,2697.5,0.43,-0.032320346
4040,10750,2712.5,0.5,0.037679654
4060,10730,2697.5,0.47375,0.011429654
4080,10730,2697.5,0.51208333,0.049762984
4060,10750,2697.5,0.4,-0.062320346
4080,10750,2697.5,0.57,0.107679654
4060,10730,2712.5,0.621875,0.159554654
4080,10730,2712.5,0.69125,0.228929654
4060,10750,2712.5,0.495,0.032679654
4080,10750,2712.5,0.59,0.127679654
4100,10730,2697.5,0.47,0.007679654
4100,10750,2697.5,0.58125,0.118929654
4100,10730,2712.5,0.59,0.127679654
4120,10730,2712.5,0.44,-0.022320346
4100,10750,2712.5,0.61958333,0.157262984
4140,10730,2712.5,0.33,-0.132320346
4140,10750,2712.5,0.37,-0.092320346
3600,10790,2697.5,0.84,0.377679654
3640,10770,2697.5,0.51,0.047679654
3620,10790,2697.5,0.681875,0.219554654
3640,10790,2697.5,0.64,0.177679654
3660,10770,2697.5,0.49,0.027679654
3680,10770,2697.5,0.42,-0.042320346
3660,10790,2697.5,0.3,-0.162320346
3680,10790,2697.5,0.43,-0.032320346
3700,10770,2697.5,0.47416667,0.011846324
3720,10770,2697.5,0.465625,0.003304654
3700,10790,2697.5,0.315625,-0.146695346
3720,10790,2697.5,0.51666667,0.054346324
3740,10770,2697.5,0.46208333,-0.000237016
3760,10770,2697.5,0.56229167,0.099971324
3740,10790,2697.5,0.50145833,0.039137984
3760,10790,2697.5,0.5225,0.060179654
3780,10770,2697.5,0.44916667,-0.013153676
3800,10770,2697.5,0.52958333,0.067262984
3780,10790,2697.5,0.51,0.047679654
3800,10790,2697.5,0.53916667,0.076846324
3820,10770,2697.5,0.47833333,0.016012984
3840,10770,2697.5,0.37916667,-0.083153676
3860,10770,2697.5,0.30375,-0.158570346
4000,10790,2697.5,0.6975,0.235179654
4020,10770,2697.5,0.65,0.187679654
4040,10770,2697.5,0.42625,-0.036070346
4020,10790,2697.5,0.74541667,0.283096324
4040,10790,2697.5,0.48020833,0.017887984
4040,10770,2712.5,0.46,-0.002320346
4040,10790,2712.5,0.6025,0.140179654
4060,10770,2697.5,0.42,-0.042320346
4080,10770,2697.5,0.58916667,0.126846324
4060,10790,2697.5,0.49,0.027679654
4080,10790,2697.5,0.6,0.137679654
4060,10770,2712.5,0.495,0.032679654
4080,10770,2712.5,0.628125,0.165804654
4060,10790,2712.5,0.60270833,0.140387984
4080,10790,2712.5,0.63,0.167679654
4100,10770,2697.5,0.48291667,0.020596324
4120,10770,2697.5,0.6,0.137679654
4100,10790,2697.5,0.64,0.177679654
4120,10790,2697.5,0.58583333,0.123512984
4100,10770,2712.5,0.319375,-0.142945346
4100,10790,2712.5,0.57875,0.116429654
4120,10790,2712.5,0.389375,-0.072945346
4140,10790,2712.5,0.226875,-0.235445346
3580,10810,2712.5,0.89291667,0.430596324
3620,10810,2697.5,0.5325,0.070179654
3640,10810,2697.5,0.44083333,-0.021487016
3620,10830,2697.5,0.44791667,-0.014403676
3640,10830,2697.5,0.65291667,0.190596324
3620,10810,2712.5,0.73,0.267679654
3660,10810,2697.5,0.33583333,-0.126487016
3680,10810,2697.5,0.25895833,-0.203362016
3660,10830,2697.5,0.52375,0.061429654
3680,10830,2697.5,0.31833333,-0.143987016
3700,10810,2697.5,0.39875,-0.063570346
3720,10810,2697.5,0.44791667,-0.014403676
3700,10830,2697.5,0.47229167,0.009971324
3720,10830,2697.5,0.45166667,-0.010653676
3740,10810,2697.5,0.46770833,0.005387984
3760,10810,2697.5,0.691875,0.229554654
3740,10830,2697.5,0.40291667,-0.059403676
3760,10830,2697.5,0.684375,0.222054654
3780,10810,2697.5,0.905,0.442679654
3800,10810,2697.5,0.63875,0.176429654
3780,10830,2697.5,0.71333333,0.251012984
3800,10830,2697.5,0.63166667,0.169346324
3820,10830,2697.5,0.32083333,-0.141487016
3880,10830,2697.5,0.531875,0.069554654
3900,10830,2697.5,0.68354167,0.221221324
3920,10830,2697.5,0.67125,0.208929654
3940,10830,2697.5,0.7875,0.325179654
3960,10830,2697.5,1.00979167,0.547471324
3980,10810,2697.5,0.8525,0.390179654
4000,10810,2697.5,0.66375,0.201429654
3980,10830,2697.5,0.72125,0.258929654
4000,10830,2697.5,0.58104167,0.118721324
4020,10810,2697.5,0.71,0.247679654
4040,10810,2697.5,0.64395833,0.181637984
4020,10830,2697.5,0.648125,0.185804654
4040,10830,2697.5,0.75854167,0.296221324
4020,10810,2712.5,0.71083333,0.248512984
4040,10810,2712.5,0.78333333,0.321012984
4020,10830,2712.5,0.66395833,0.201637984
4040,10830,2712.5,0.84916667,0.386846324
4060,10810,2697.5,0.51416667,0.051846324
4080,10810,2697.5,0.6425,0.180179654
4060,10830,2697.5,0.57,0.107679654
4080,10830,2697.5,0.52666667,0.064346324
4060,10810,2712.5,0.7175,0.255179654
4080,10810,2712.5,0.63,0.167679654
4060,10830,2712.5,0.85583333,0.393512984
4080,10830,2712.5,0.50666667,0.044346324
4100,10810,2697.5,0.60375,0.141429654
4120,10810,2697.5,0.60708333,0.144762984
4100,10830,2697.5,0.47416667,0.011846324
4120,10830,2697.5,0.6,0.137679654
4100,10810,2712.5,0.610625,0.148304654
4120,10810,2712.5,0.585625,0.123304654
4100,10830,2712.5,0.50166667,0.039346324
4120,10830,2712.5,0.55875,0.096429654
4140,10810,2712.5,0.321875,-0.140445346
4140,10830,2712.5,0.525625,0.063304654
3620,10850,2697.5,1.12,0.657679654
3640,10850,2697.5,0.77729167,0.314971324
3620,10870,2697.5,0.92041667,0.458096324
3640,10870,2697.5,0.74916667,0.286846324
3660,10850,2697.5,0.61333333,0.151012984
3680,10850,2697.5,0.398125,-0.064195346
3660,10870,2697.5,0.59104167,0.128721324
3680,10870,2697.5,0.5,0.037679654
3700,10850,2697.5,0.435625,-0.026695346
3720,10850,2697.5,0.47125,0.008929654
3700,10870,2697.5,0.43895833,-0.023362016
3720,10870,2697.5,0.33291667,-0.129403676
3740,10850,2697.5,0.38083333,-0.081487016
3760,10850,2697.5,0.54020833,0.077887984
3740,10870,2697.5,0.32416667,-0.138153676
3760,10870,2697.5,0.53333333,0.071012984
3780,10850,2697.5,0.42208333,-0.040237016
3800,10850,2697.5,0.49479167,0.032471324
3780,10870,2697.5,0.50208333,0.039762984
3800,10870,2697.5,0.57458333,0.112262984
3820,10850,2697.5,0.59,0.127679654
3840,10850,2697.5,0.32979167,-0.132528676
3820,10870,2697.5,0.615,0.152679654
3840,10870,2697.5,0.52375,0.061429654
3860,10850,2697.5,0.24291667,-0.219403676
3880,10850,2697.5,0.6725,0.210179654
3860,10870,2697.5,0.51458333,0.052262984
3880,10870,2697.5,0.7,0.237679654
3900,10850,2697.5,0.79,0.327679654
3920,10850,2697.5,0.74833333,0.286012984
3900,10870,2697.5,0.85,0.387679654
3920,10870,2697.5,0.73083333,0.268512984
3900,10870,2712.5,0.69041667,0.228096324
3920,10870,2712.5,0.81291667,0.350596324
3940,10850,2697.5,0.78791667,0.325596324
3960,10850,2697.5,0.96166667,0.499346324
3940,10870,2697.5,0.746875,0.284554654
3960,10870,2697.5,1.05125,0.588929654
3940,10870,2712.5,0.65125,0.188929654
3960,10870,2712.5,0.85666667,0.394346324
3980,10850,2697.5,0.78625,0.323929654
4000,10850,2697.5,0.46,-0.002320346
3980,10870,2697.5,0.75833333,0.296012984
4000,10870,2697.5,0.55,0.087679654
3980,10870,2712.5,0.75916667,0.296846324
4000,10870,2712.5,0.66270833,0.200387984
4020,10850,2697.5,0.595,0.132679654
4040,10850,2697.5,0.69520833,0.232887984
4020,10870,2697.5,0.57,0.107679654
4040,10870,2697.5,0.65666667,0.194346324
4020,10850,2712.5,0.69979167,0.237471324
4040,10850,2712.5,0.81,0.347679654
4020,10870,2712.5,0.65,0.187679654
4040,10870,2712.5,0.75,0.287679654
4060,10850,2697.5,0.63875,0.176429654
4080,10850,2697.5,0.45,-0.012320346
4060,10870,2697.5,0.5275,0.065179654
4080,10870,2697.5,0.43,-0.032320346
4060,10850,2712.5,0.78,0.317679654
4080,10850,2712.5,0.509375,0.047054654
4060,10870,2712.5,0.71958333,0.257262984
4080,10870,2712.5,0.546875,0.084554654
4100,10850,2697.5,0.395625,-0.066695346
4120,10850,2697.5,0.31875,-0.143570346
4100,10870,2697.5,0.39,-0.072320346
4120,10870,2697.5,0.52104167,0.058721324
4100,10850,2712.5,0.36895833,-0.093362016
4120,10850,2712.5,0.300625,-0.161695346
4100,10870,2712.5,0.428125,-0.034195346
4120,10870,2712.5,0.473125,0.010804654
4140,10850,2697.5,0.54645833,0.084137984
4140,10870,2697.5,0.46541667,0.003096324
4140,10850,2712.5,0.50916667,0.046846324
4160,10850,2712.5,0.34208333,-0.120237016
4140,10870,2712.5,0.295,-0.167320346
4160,10870,2712.5,0.32104167,-0.141278676
3600,10890,2712.5,0.585,0.122679654
3620,10890,2697.5,0.82833333,0.366012984
3640,10890,2697.5,0.46645833,0.004137984
3620,10910,2697.5,0.56,0.097679654
3640,10910,2697.5,0.469375,0.007054654
3620,10890,2712.5,0.669375,0.207054654
3640,10890,2712.5,0.535,0.072679654
3620,10910,2712.5,0.45104167,-0.011278676
3640,10910,2712.5,0.315,-0.147320346
3660,10890,2697.5,0.61895833,0.156637984
3680,10890,2697.5,0.56,0.097679654
3660,10910,2697.5,0.39833333,-0.063987016
3680,10910,2697.5,0.660625,0.198304654
3660,10910,2712.5,0.39666667,-0.065653676
3700,10890,2697.5,0.485,0.022679654
3720,10890,2697.5,0.41083333,-0.051487016
3700,10910,2697.5,0.57875,0.116429654
3720,10910,2697.5,0.451875,-0.010445346
3740,10890,2697.5,0.26708333,-0.195237016
3760,10890,2697.5,0.47666667,0.014346324
3740,10910,2697.5,0.34375,-0.118570346
3760,10910,2697.5,0.339375,-0.122945346
3780,10890,2697.5,0.56833333,0.106012984
3800,10890,2697.5,0.565,0.102679654
3780,10910,2697.5,0.565,0.102679654
3800,10910,2697.5,0.61958333,0.157262984
3780,10910,2712.5,0.76958333,0.307262984
3800,10910,2712.5,0.85458333,0.392262984
3820,10890,2697.5,0.69125,0.228929654
3840,10890,2697.5,0.55833333,0.096012984
3820,10910,2697.5,0.648125,0.185804654
3840,10910,2697.5,0.471875,0.009554654
3840,10890,2712.5,0.295625,-0.166695346
3820,10910,2712.5,0.85833333,0.396012984
3840,10910,2712.5,0.57791667,0.115596324
3860,10890,2697.5,0.623125,0.160804654
3880,10890,2697.5,0.68375,0.221429654
3860,10910,2697.5,0.51666667,0.054346324
3880,10910,2697.5,0.54166667,0.079346324
3860,10890,2712.5,0.34708333,-0.115237016
3880,10890,2712.5,0.42020833,-0.042112016
3860,10910,2712.5,0.37645833,-0.085862016
3880,10910,2712.5,0.443125,-0.019195346
3900,10890,2697.5,0.64895833,0.186637984
3920,10890,2697.5,0.69375,0.231429654
3900,10910,2697.5,0.57541667,0.113096324
3920,10910,2697.5,0.71,0.247679654
3900,10890,2712.5,0.65375,0.191429654
3920,10890,2712.5,0.81125,0.348929654
3900,10910,2712.5,0.7325,0.270179654
3920,10910,2712.5,0.64666667,0.184346324
3940,10890,2697.5,1.024375,0.562054654
3960,10890,2697.5,1.11,0.647679654
3940,10910,2697.5,0.92729167,0.464971324
3960,10910,2697.5,1.06,0.597679654
3940,10890,2712.5,1.15041667,0.688096324
3960,10890,2712.5,1.095,0.632679654
3940,10910,2712.5,0.873125,0.410804654
3960,10910,2712.5,1.12833333,0.666012984
3980,10890,2697.5,0.74875,0.286429654
4000,10890,2697.5,0.64,0.177679654
3980,10910,2697.5,0.76,0.297679654
4000,10910,2697.5,0.73354167,0.271221324
3980,10890,2712.5,0.55166667,0.089346324
4000,10890,2712.5,0.645,0.182679654
3980,10910,2712.5,0.72541667,0.263096324
4000,10910,2712.5,0.67875,0.216429654
4020,10890,2697.5,0.610625,0.148304654
4040,10890,2697.5,0.61958333,0.157262984
4020,10910,2697.5,0.615,0.152679654
4040,10910,2697.5,0.58125,0.118929654
4020,10890,2712.5,0.67291667,0.210596324
4040,10890,2712.5,0.6425,0.180179654
4020,10910,2712.5,0.68666667,0.224346324
4040,10910,2712.5,0.56270833,0.100387984
4060,10890,2697.5,0.51,0.047679654
4080,10890,2697.5,0.44125,-0.021070346
4060,10910,2697.5,0.52,0.057679654
4080,10910,2697.5,0.505,0.042679654
4060,10890,2712.5,0.58583333,0.123512984
4080,10890,2712.5,0.509375,0.047054654
4060,10910,2712.5,0.690625,0.228304654
4080,10910,2712.5,0.57625,0.113929654
4100,10890,2697.5,0.48125,0.018929654
4120,10890,2697.5,0.43666667,-0.025653676
4100,10910,2697.5,0.43,-0.032320346
4120,10910,2697.5,0.3775,-0.084820346
4100,10890,2712.5,0.49,0.027679654
4120,10890,2712.5,0.40375,-0.058570346
4100,10910,2712.5,0.43,-0.032320346
4120,10910,2712.5,0.358125,-0.104195346
4140,10910,2697.5,0.420625,-0.041695346
4140,10890,2712.5,0.3025,-0.159820346
4160,10890,2712.5,0.16729167,-0.295028676
4140,10910,2712.5,0.32375,-0.138570346
4160,10910,2712.5,0.215,-0.247320346
3640,10930,2697.5,0.55083333,0.088512984
3640,10950,2697.5,0.5675,0.105179654
3640,10930,2712.5,0.28291667,-0.179403676
3620,10950,2712.5,0.71395833,0.251637984
3640,10950,2712.5,0.36583333,-0.096487016
3660,10930,2697.5,0.29333333,-0.168987016
3680,10930,2697.5,0.5725,0.110179654
3660,10950,2697.5,0.31208333,-0.150237016
3680,10950,2697.5,0.43,-0.032320346
